number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,user_attrs_mean_gap,user_attrs_mean_val_acc,user_attrs_std_val,state,mean_val_acc,mean_gap,std_val
201,0.8324999999999999,2025-11-08 15:07:05.432919,2025-11-08 15:07:10.968918,0 days 00:00:05.535999,0.5272232912077058,0.012585407029712165,384,3,35,0.07370077770538483,0.7661992384539487,1700,147,7.026585797570236e-08,2.7221241319735122e-08,0.5895302158557494,3,0.02845000000000002,0.8324999999999999,0.003391164991562647,COMPLETE,0.8324999999999999,0.02845000000000002,0.003391164991562647
157,0.8324999999999999,2025-11-08 15:02:32.078409,2025-11-08 15:02:38.542410,0 days 00:00:06.464001,0.5311616681350552,0.0101374754267461,320,3,38,0.028507636281129935,0.5558585920615389,1700,90,3.699264689167163e-07,1.6348811551384212e-07,0.6447446685039612,3,0.028300000000000037,0.8324999999999999,0.0050990195135928,COMPLETE,0.8324999999999999,0.028300000000000037,0.0050990195135928
165,0.8324999999999999,2025-11-08 15:03:18.856409,2025-11-08 15:03:24.370409,0 days 00:00:05.514000,0.5395039510983874,0.010654130708762926,320,3,40,0.025376911047777236,0.5445738941270637,1800,102,4.874090558247871e-07,7.774881611895732e-08,0.6130614890040008,3,0.027150000000000007,0.8324999999999999,0.004147288270665556,COMPLETE,0.8324999999999999,0.027150000000000007,0.004147288270665556
142,0.8324000000000001,2025-11-08 15:00:54.961409,2025-11-08 15:01:01.102408,0 days 00:00:06.140999,0.5537757565786752,0.010426650950555384,256,3,22,0.020314806827784162,0.45279658179582916,1900,74,2.642050451155877e-06,2.0844034281960437e-06,0.5715470675566087,3,0.032725000000000025,0.8324000000000001,0.004270831300812529,COMPLETE,0.8324000000000001,0.032725000000000025,0.004270831300812529
373,0.8324000000000001,2025-11-08 15:23:42.064842,2025-11-08 15:23:47.354890,0 days 00:00:05.290048,0.5496268405897811,0.010875319715241853,384,3,35,0.02943806013462672,0.6519679078839793,1800,148,0.0025710496019659135,1.5232039095871382e-06,0.562085597033425,3,0.026324999999999977,0.8324000000000001,0.00469467783772222,COMPLETE,0.8324000000000001,0.026324999999999977,0.00469467783772222
179,0.8324,2025-11-08 15:04:46.272921,2025-11-08 15:04:52.141986,0 days 00:00:05.869065,0.5999453538723379,0.010015118443753187,384,3,39,0.018237087149537628,0.4906513001283784,1800,93,9.716646726609564e-07,1.2544930523072608e-06,0.594144631540604,3,0.028675000000000006,0.8324,0.004176122603564206,COMPLETE,0.8324,0.028675000000000006,0.004176122603564206
134,0.8324,2025-11-08 15:00:04.608885,2025-11-08 15:00:12.997886,0 days 00:00:08.389001,0.5595803667211057,0.010842662055515588,128,4,34,0.03890023762377283,0.11124763949885591,2000,66,1.4001633096253909e-05,0.0013538540008943218,0.5580261583766531,3,0.043825,0.8324,0.0030724582991474366,COMPLETE,0.8324,0.043825,0.0030724582991474366
184,0.8324,2025-11-08 15:05:17.646918,2025-11-08 15:05:23.397919,0 days 00:00:05.751001,0.5489088239405723,0.01050249958872108,384,3,37,0.03831102100076613,0.49892687012327364,1800,83,6.31437772048659e-07,1.1255936966365829e-08,0.5841693558891107,3,0.02815000000000003,0.8324,0.003852272056851649,COMPLETE,0.8324,0.02815000000000003,0.003852272056851649
248,0.8324,2025-11-08 15:11:40.325567,2025-11-08 15:11:46.055566,0 days 00:00:05.729999,0.5292779415459539,0.010006889439797096,448,3,40,0.0933629119775486,0.7837319923542156,1800,144,3.6442327422847157e-07,2.554603891121207e-07,0.576317181972162,3,0.025875000000000002,0.8324,0.004820788317277571,COMPLETE,0.8324,0.025875000000000002,0.004820788317277571
119,0.8324,2025-11-08 14:58:34.415273,2025-11-08 14:58:40.731285,0 days 00:00:06.316012,0.8269077545585466,0.010207688012417069,192,5,47,0.4883993140264,0.04581417365883111,2000,61,1.1189198795264708e-06,0.04260365386836352,0.5231781530172461,3,0.04910000000000003,0.8324,0.0048311489316724835,COMPLETE,0.8324,0.04910000000000003,0.0048311489316724835
223,0.8324,2025-11-08 15:09:17.914547,2025-11-08 15:09:22.992558,0 days 00:00:05.078011,0.5372165500595211,0.012682875414700477,384,3,23,0.060730915264037934,0.7495065858789626,1700,141,1.1869337408703282e-07,3.4898466379334765e-07,0.5692170821422435,3,0.032524999999999984,0.8324,0.003954743986657054,COMPLETE,0.8324,0.032524999999999984,0.003954743986657054
195,0.8324,2025-11-08 15:06:28.033920,2025-11-08 15:06:33.641918,0 days 00:00:05.607998,0.5135259875470186,0.011433941291530383,384,3,33,0.0484293730650091,0.6469895625215352,1800,138,1.1781677595175984e-07,1.6384345977580772e-08,0.5784289471944106,3,0.030100000000000016,0.8324,0.003426368339802373,COMPLETE,0.8324,0.030100000000000016,0.003426368339802373
138,0.8324,2025-11-08 15:00:29.958408,2025-11-08 15:00:35.774413,0 days 00:00:05.816005,0.5203658237388442,0.011530389512864257,256,3,33,0.023067900560552874,0.4299934772002571,2000,68,6.050624017763452e-06,0.0013538874369271715,0.5490918476412677,3,0.027875000000000028,0.8324,0.0037336309405189188,COMPLETE,0.8324,0.027875000000000028,0.0037336309405189188
141,0.8324,2025-11-08 15:00:48.383408,2025-11-08 15:00:54.167408,0 days 00:00:05.784000,0.584783972528313,0.010666792855638001,256,3,33,0.024929973856667183,0.42265108329135836,1900,71,2.2245531513805688e-06,0.00027144389341888126,0.5453897617535051,3,0.02772499999999998,0.8324,0.005102940328869226,COMPLETE,0.8324,0.02772499999999998,0.005102940328869226
251,0.8324,2025-11-08 15:11:59.466566,2025-11-08 15:12:04.661566,0 days 00:00:05.195000,0.535208182654504,0.011253823026217002,320,3,38,0.027648811581827942,0.743002519533854,1700,143,1.7068051260913265e-07,2.0318070718023562e-08,0.5956827180838715,3,0.02702500000000001,0.8324,0.003979949748426481,COMPLETE,0.8324,0.02702500000000001,0.003979949748426481
233,0.8324,2025-11-08 15:10:18.512567,2025-11-08 15:10:23.498569,0 days 00:00:04.986002,0.5031708358933382,0.01228446404636117,384,3,36,0.06807182835547573,0.610234969438265,1800,146,4.0328857932284363e-07,9.85011568299135e-08,0.565077049705601,3,0.02815000000000001,0.8324,0.004758150901348139,COMPLETE,0.8324,0.02815000000000001,0.004758150901348139
58,0.8324,2025-11-08 14:51:49.840954,2025-11-08 14:51:54.286972,0 days 00:00:04.446018,0.6209656496056666,0.013457665360107765,192,4,53,0.012361487849856466,0.2303660168148719,1500,93,3.6864783936460224e-08,0.001889714023212796,0.533876112378343,2,0.04167500000000004,0.8324,0.0025768197453450276,COMPLETE,0.8324,0.04167500000000004,0.0025768197453450276
345,0.8324,2025-11-08 15:21:02.158797,2025-11-08 15:21:08.942808,0 days 00:00:06.784011,0.5528526743356046,0.010004337796861443,320,3,43,0.06178243909500843,0.5789976258488654,1700,136,0.8119212011315518,4.49605667092042e-08,0.599411268423658,3,0.026700000000000036,0.8324,0.004079215610874232,COMPLETE,0.8324,0.026700000000000036,0.004079215610874232
399,0.8324,2025-11-08 15:26:15.860511,2025-11-08 15:26:21.432026,0 days 00:00:05.571515,0.523026244818065,0.013354651272982581,320,4,35,0.15485052426009133,0.4865141513862003,1700,89,6.826648855637937e-08,1.7549613354505993e-06,0.5971152102360969,3,0.04365000000000001,0.8324,0.00497393204617838,COMPLETE,0.8324,0.04365000000000001,0.00497393204617838
109,0.8323,2025-11-08 14:57:20.953272,2025-11-08 14:57:28.965273,0 days 00:00:08.012001,0.5043600640230509,0.010404397573157758,192,4,48,0.07670926986651029,0.1374117905758604,2000,58,5.0627589419501025e-06,0.010868065856047947,0.5003176334878967,5,0.034725000000000006,0.8323,0.0022045407685048857,COMPLETE,0.8323,0.034725000000000006,0.0022045407685048857
395,0.8323,2025-11-08 15:25:52.418914,2025-11-08 15:25:57.856914,0 days 00:00:05.438000,0.5164983010861082,0.011968895918752536,320,3,38,0.03165901884867754,0.6175134159565544,1700,101,3.283239346198691e-07,2.3428010407356445e-08,0.5592517428910497,3,0.025450000000000018,0.8323,0.00357211421989837,COMPLETE,0.8323,0.025450000000000018,0.00357211421989837
208,0.8323,2025-11-08 15:07:45.455361,2025-11-08 15:07:50.641361,0 days 00:00:05.186000,0.5383707580769509,0.011959461342401223,384,3,30,0.028546597587793803,0.8541769278172866,1700,142,3.9765884968010894e-07,3.892895952152951e-08,0.5687461579144804,3,0.029075000000000007,0.8323,0.004226109321823112,COMPLETE,0.8323,0.029075000000000007,0.004226109321823112
217,0.8323,2025-11-08 15:08:41.192547,2025-11-08 15:08:46.836550,0 days 00:00:05.644003,0.5435397127969176,0.010637145906578516,384,3,31,0.0397588039581428,0.76933668100462,1600,143,2.5450524685340305e-08,1.2407784719582627e-07,0.5603770524055719,3,0.026900000000000035,0.8323,0.003599999999999985,COMPLETE,0.8323,0.026900000000000035,0.003599999999999985
253,0.8323,2025-11-08 15:12:12.126566,2025-11-08 15:12:17.199567,0 days 00:00:05.073001,0.5456053606084605,0.012539600657298861,384,3,27,0.05364668328814089,0.8478037669209939,1600,140,2.570799302229172e-07,3.632880162800116e-08,0.562041240094812,3,0.02965,0.8323,0.0034146742157927664,COMPLETE,0.8323,0.02965,0.0034146742157927664
264,0.8323,2025-11-08 15:13:20.275587,2025-11-08 15:13:25.429594,0 days 00:00:05.154007,0.5619412911995214,0.011810854881205675,384,3,40,0.03719196684157659,0.45340515497956785,1900,138,1.1810680957382288e-07,3.065405843329522e-08,0.5627793806124897,3,0.02649999999999999,0.8323,0.004833218389437833,COMPLETE,0.8323,0.02649999999999999,0.004833218389437833
312,0.8323,2025-11-08 15:17:54.807201,2025-11-08 15:18:00.276194,0 days 00:00:05.468993,0.5074017508864741,0.011601230967168495,384,3,37,0.06654453739592904,0.571553466761634,1600,135,4.84091614488606e-07,5.575043386018378e-07,0.5585473222964747,3,0.027800000000000026,0.8323,0.004069397989875159,COMPLETE,0.8323,0.027800000000000026,0.004069397989875159
85,0.8323,2025-11-08 14:54:44.015996,2025-11-08 14:54:48.320995,0 days 00:00:04.304999,0.6205815098713837,0.013253241777573466,128,4,50,0.029377204288809904,0.37498126511522833,1500,87,3.96803233119676e-08,0.005470667134553837,0.5570297434192768,3,0.04052500000000003,0.8323,0.0036000000000000164,COMPLETE,0.8323,0.04052500000000003,0.0036000000000000164
320,0.8323,2025-11-08 15:18:37.775429,2025-11-08 15:18:42.810940,0 days 00:00:05.035511,0.5342327614570622,0.013846240232523052,384,4,40,0.04668432314673422,0.7312008229890599,1700,80,9.482711341793265e-07,9.785660092647443e-08,0.5939123933294085,3,0.042175000000000004,0.8323,0.004610856753359397,COMPLETE,0.8323,0.042175000000000004,0.004610856753359397
139,0.8323,2025-11-08 15:00:36.568408,2025-11-08 15:00:41.971413,0 days 00:00:05.403005,0.5749276957766958,0.010686925836404496,256,3,33,0.023684659161464065,0.4196624617151589,1900,71,6.0900738033340455e-06,0.00034356177247534024,0.6118448232612315,3,0.0284,0.8323,0.003641428291206636,COMPLETE,0.8323,0.0284,0.003641428291206636
111,0.8322,2025-11-08 14:57:40.058272,2025-11-08 14:57:47.322272,0 days 00:00:07.264000,0.5101104896648762,0.011601093391319215,192,4,53,0.1124382722312081,0.07722909448781962,2000,59,7.335776959299348e-05,0.003611522592764009,0.5057766330082524,5,0.036975,0.8322,0.003124099870362672,COMPLETE,0.8322,0.036975,0.003124099870362672
255,0.8322,2025-11-08 15:12:26.099566,2025-11-08 15:12:31.790568,0 days 00:00:05.691002,0.5195903469253826,0.013316941315760696,384,3,30,0.0488940447454927,0.6708664947765434,1600,86,4.5410528785244653e-07,3.9623886373314976e-08,0.569766194171098,3,0.030199999999999984,0.8322,0.004512205669071393,COMPLETE,0.8322,0.030199999999999984,0.004512205669071393
224,0.8322,2025-11-08 15:09:23.780557,2025-11-08 15:09:29.106557,0 days 00:00:05.326000,0.5104551205973944,0.011320474768487656,384,3,25,0.11810966709811391,0.7287249628412115,1800,148,2.0069991414016987e-07,2.2796633740454838e-07,0.593210700468511,3,0.030374999999999996,0.8322,0.004812483766206407,COMPLETE,0.8322,0.030374999999999996,0.004812483766206407
190,0.8321999999999999,2025-11-08 15:05:55.589919,2025-11-08 15:06:00.755922,0 days 00:00:05.166003,0.5220906566034703,0.011644532170369102,384,3,31,0.057745043168356366,0.601888823987317,1800,86,1.65338747934967e-07,5.096488212039379e-08,0.565771589939067,3,0.02735000000000005,0.8321999999999999,0.003969886648255845,COMPLETE,0.8321999999999999,0.02735000000000005,0.003969886648255845
206,0.8321999999999999,2025-11-08 15:07:32.356976,2025-11-08 15:07:38.590976,0 days 00:00:06.234000,0.5143026195561963,0.012953251470589977,384,3,36,0.08678809264796536,0.7967766106521956,1700,148,5.038946315453088e-07,2.8594011031881418e-08,0.5865960945811765,3,0.028575000000000017,0.8321999999999999,0.004411349000022539,COMPLETE,0.8321999999999999,0.028575000000000017,0.004411349000022539
228,0.8321999999999999,2025-11-08 15:09:48.124567,2025-11-08 15:09:53.936568,0 days 00:00:05.812001,0.5438918060203854,0.010658394654811254,384,3,29,0.09060680131377538,0.5337630368175126,1700,143,5.487319289452319e-07,3.373417918106516e-07,0.5961014928428182,3,0.03074999999999999,0.8321999999999999,0.0049152822909778035,COMPLETE,0.8321999999999999,0.03074999999999999,0.0049152822909778035
389,0.8321999999999999,2025-11-08 15:25:17.494206,2025-11-08 15:25:23.256205,0 days 00:00:05.761999,0.5325345170962741,0.011699833200557796,448,3,40,0.02800861841327094,0.7704836358667811,1900,86,9.438981552568891e-08,2.9181759772940006e-08,0.5638773971943856,2,0.030200000000000025,0.8321999999999999,0.004822862220715003,COMPLETE,0.8321999999999999,0.030200000000000025,0.004822862220715003
88,0.8321999999999999,2025-11-08 14:54:55.959525,2025-11-08 14:55:02.010523,0 days 00:00:06.050998,0.6056069734231855,0.01094761080103979,128,5,49,0.05652148984230394,0.1707140988983029,1800,55,3.6948137862108574e-08,0.004382484295776534,0.5328441399450325,3,0.04972500000000004,0.8321999999999999,0.0038807215823864357,COMPLETE,0.8321999999999999,0.04972500000000004,0.0038807215823864357
308,0.8321999999999999,2025-11-08 15:17:29.215670,2025-11-08 15:17:37.924179,0 days 00:00:08.708509,0.5151290838648714,0.011267096241895525,384,3,36,0.1061027404641624,0.6795874414284778,1800,137,0.8626023296652514,2.5115947446876063e-06,0.5712890780296471,3,0.02745000000000002,0.8321999999999999,0.0049254441424099035,COMPLETE,0.8321999999999999,0.02745000000000002,0.0049254441424099035
243,0.8321000000000002,2025-11-08 15:11:14.255566,2025-11-08 15:11:19.568566,0 days 00:00:05.313000,0.5185587060571224,0.010472480209479213,384,3,39,0.05144316771835722,0.8074471748194345,1700,123,3.7572980403733e-07,8.392766452446172e-07,0.5775046737160857,3,0.026975000000000016,0.8321000000000002,0.0034698703145794796,COMPLETE,0.8321000000000002,0.026975000000000016,0.0034698703145794796
175,0.8321000000000002,2025-11-08 15:04:21.309919,2025-11-08 15:04:26.867920,0 days 00:00:05.558001,0.5907639218278344,0.011593458604668599,384,3,35,0.029249142050319397,0.5886804035835681,1700,87,3.1398909527000315e-07,4.340573677271556e-08,0.5910653840938399,3,0.028475000000000007,0.8321000000000002,0.004662617290749921,COMPLETE,0.8321000000000002,0.028475000000000007,0.004662617290749921
180,0.8321,2025-11-08 15:04:52.926918,2025-11-08 15:04:58.639920,0 days 00:00:05.713002,0.5684928198771365,0.01200121562545301,320,3,20,0.05201266088963007,0.5280601873612146,1700,85,5.068601723615113e-07,1.795189897711631e-08,0.6179237939797738,3,0.030175000000000018,0.8321,0.006398437309218556,COMPLETE,0.8321,0.030175000000000018,0.006398437309218556
212,0.8321,2025-11-08 15:08:09.617361,2025-11-08 15:08:15.018360,0 days 00:00:05.400999,0.5346219210204148,0.011055542297826206,384,3,14,0.018850395269207457,0.839345109326923,1700,150,1.3216717108020452e-07,1.7411860140558235e-08,0.5877417531835707,3,0.030200000000000005,0.8321,0.004317406628984598,COMPLETE,0.8321,0.030200000000000005,0.004317406628984598
116,0.8321,2025-11-08 14:58:15.256273,2025-11-08 14:58:22.408272,0 days 00:00:07.151999,0.5010008348347118,0.011904631336713113,128,5,52,0.06911605021274426,0.13797462502071467,2000,54,2.7322924542909427e-06,0.00349070634892094,0.5932442960621866,5,0.05005,0.8321,0.004532107677449844,COMPLETE,0.8321,0.05005,0.004532107677449844
95,0.8321,2025-11-08 14:55:40.064197,2025-11-08 14:55:46.805271,0 days 00:00:06.741074,0.5800910161978584,0.012147601059658246,192,5,51,0.05201656393262637,0.0804919465407719,1900,49,1.0234379358263104e-08,0.016057049845257385,0.500266590283438,2,0.051000000000000024,0.8321,0.004800000000000007,COMPLETE,0.8321,0.051000000000000024,0.004800000000000007
354,0.8321,2025-11-08 15:21:56.196478,2025-11-08 15:22:01.780498,0 days 00:00:05.584020,0.5502784871247979,0.012670868090719944,384,3,33,0.0569315919912908,0.6911339630486519,1700,143,1.4381574164421306e-07,5.407741063400627e-08,0.5861942035435243,2,0.03280000000000001,0.8321,0.004066939881532572,COMPLETE,0.8321,0.03280000000000001,0.004066939881532572
322,0.8321,2025-11-08 15:18:50.318939,2025-11-08 15:18:56.177469,0 days 00:00:05.858530,0.5150650163375711,0.01303970412002283,384,3,37,0.03130038749137716,0.693591777320101,1600,89,0.0013352009858526104,1.776948387414027e-07,0.5569629971183448,3,0.031000000000000028,0.8321,0.004042276586281555,COMPLETE,0.8321,0.031000000000000028,0.004042276586281555
146,0.8321,2025-11-08 15:01:22.121408,2025-11-08 15:01:28.832408,0 days 00:00:06.711000,0.5498767996794497,0.01012568952634287,256,3,17,0.0192156762543742,0.5246491838202805,1800,80,6.39933917111583e-07,6.963501277891021e-07,0.6287591313385492,3,0.03115000000000001,0.8321,0.004103656905736627,COMPLETE,0.8321,0.03115000000000001,0.004103656905736627
158,0.8321,2025-11-08 15:02:39.326408,2025-11-08 15:02:44.810417,0 days 00:00:05.484009,0.5451763906798487,0.012009470275852896,320,3,40,0.036898442596837396,0.47427478908984316,1700,94,5.478597217605144e-07,8.386567826727256e-07,0.6067133195325606,3,0.028225000000000035,0.8321,0.004352011029397783,COMPLETE,0.8321,0.028225000000000035,0.004352011029397783
220,0.8321,2025-11-08 15:09:00.865546,2025-11-08 15:09:06.825548,0 days 00:00:05.960002,0.5220329419658172,0.011124893102626153,384,3,38,0.08005797111781526,0.8303109558994859,1700,140,1.6579356842778515e-07,2.3406720508986398e-07,0.551252832575201,3,0.028525000000000023,0.8321,0.0039038442591886146,COMPLETE,0.8321,0.028525000000000023,0.0039038442591886146
50,0.8320000000000001,2025-11-08 14:51:08.760622,2025-11-08 14:51:13.490062,0 days 00:00:04.729440,0.5922230217081279,0.015555773571101264,256,3,37,0.01908323013670263,0.09864861357912551,1400,76,1.0458118879698924e-07,0.00014288337221926171,0.5285504776339225,3,0.030174999999999997,0.8320000000000001,0.003492849839314606,COMPLETE,0.8320000000000001,0.030174999999999997,0.003492849839314606
347,0.8320000000000001,2025-11-08 15:21:14.229368,2025-11-08 15:21:19.842396,0 days 00:00:05.613028,0.5247401716420599,0.011586915475277725,384,3,41,0.017854309717564725,0.7375074127113063,1700,79,7.915065034517909e-08,1.4959058745735286e-07,0.6127747191687527,3,0.029325,0.8320000000000001,0.003898717737923592,COMPLETE,0.8320000000000001,0.029325,0.003898717737923592
56,0.8320000000000001,2025-11-08 14:51:40.292631,2025-11-08 14:51:44.710859,0 days 00:00:04.418228,0.5816045288147967,0.018278652816737944,192,5,26,0.013693969674913539,0.1521833782210692,1400,92,1.0997961134220835e-08,0.0015486453283538866,0.6033811212796802,2,0.063225,0.8320000000000001,0.003301514803843825,COMPLETE,0.8320000000000001,0.063225,0.003301514803843825
232,0.8320000000000001,2025-11-08 15:10:12.531568,2025-11-08 15:10:17.726572,0 days 00:00:05.195004,0.5180795721031376,0.01346705103078979,384,3,35,0.0794739114109265,0.6826294923111261,1700,22,3.0540405355002175e-07,1.744959110191742e-07,0.5832076323112192,3,0.03032499999999998,0.8320000000000001,0.0034351128074635367,COMPLETE,0.8320000000000001,0.03032499999999998,0.0034351128074635367
61,0.8320000000000001,2025-11-08 14:52:04.019221,2025-11-08 14:52:11.088039,0 days 00:00:07.068818,0.5610143323164248,0.013210765373022121,128,4,58,0.006724279801860915,0.3112941052351342,1500,80,1.996153698585111e-07,3.071302712030518e-05,0.5379452577631837,2,0.04025000000000001,0.8320000000000001,0.003962322551231816,COMPLETE,0.8320000000000001,0.04025000000000001,0.003962322551231816
135,0.832,2025-11-08 15:00:13.792884,2025-11-08 15:00:17.398885,0 days 00:00:03.606001,0.538704253265986,0.014072880758018802,192,4,31,0.039131625438047574,0.053907720262122094,2000,66,1.1919819701302981e-05,0.0013589386332356112,0.5848240682997119,5,,,,PRUNED,,,
387,0.832,2025-11-08 15:25:05.506569,2025-11-08 15:25:11.354691,0 days 00:00:05.848122,0.6913900884122626,0.01085634891559193,320,10,39,0.04217899759298915,0.5490508986764865,1700,90,2.122883318720582e-08,7.207011842645261e-08,0.5983834659725876,3,,,,PRUNED,,,
263,0.832,2025-11-08 15:13:13.879587,2025-11-08 15:13:19.479587,0 days 00:00:05.600000,0.5413628377784832,0.011079607313492676,384,11,32,0.10173666411607082,0.4996231605304904,1700,81,3.543644305779034e-07,6.233820601024072e-07,0.5899734138747406,3,,,,PRUNED,,,
323,0.832,2025-11-08 15:18:56.996468,2025-11-08 15:18:57.973468,0 days 00:00:00.977000,0.9964807597402701,0.06631364896322019,320,3,35,0.018107227807305084,0.6763152405790388,1600,91,0.01193106990216205,7.130333084717003e-08,0.5693116198756327,2,,,,PRUNED,,,
48,0.8319000000000001,2025-11-08 14:50:57.130068,2025-11-08 14:51:02.195704,0 days 00:00:05.065636,0.5871342574670672,0.015401331813943262,320,3,44,0.027544275264369936,0.1457901399842012,1400,87,1.3818465255114276e-07,0.0001338072685269354,0.5672391269211569,3,0.028549999999999985,0.8319000000000001,0.0030232432915662222,COMPLETE,0.8319000000000001,0.028549999999999985,0.0030232432915662222
240,0.8319000000000001,2025-11-08 15:10:58.147567,2025-11-08 15:11:02.940565,0 days 00:00:04.792998,0.5576382274306764,0.01185406273342293,320,3,34,0.01613188959684597,0.738769345057969,1600,146,1.7354446549576936e-07,1.4468724870716523e-06,0.6056572003974504,3,0.027400000000000025,0.8319000000000001,0.0033376638536557193,COMPLETE,0.8319000000000001,0.027400000000000025,0.0033376638536557193
143,0.8318999999999999,2025-11-08 15:01:01.906409,2025-11-08 15:01:07.627411,0 days 00:00:05.721002,0.558687053775216,0.011213998299497019,256,3,24,0.017329229614042787,0.44756580842953,1900,75,1.8095465696837136e-06,2.122101080052208e-06,0.5744592002844803,3,0.029125,0.8318999999999999,0.00425910788780939,COMPLETE,0.8318999999999999,0.029125,0.00425910788780939
100,0.8318999999999999,2025-11-08 14:56:17.192788,2025-11-08 14:56:24.244273,0 days 00:00:07.051485,0.5398945845448562,0.01140984027895054,192,5,47,0.06108098716634887,0.02980691035173797,1800,61,9.033579347211559e-05,0.34646950361264406,0.5120880401515128,5,0.050149999999999986,0.8318999999999999,0.0026343879744639164,COMPLETE,0.8318999999999999,0.050149999999999986,0.0026343879744639164
178,0.8318999999999999,2025-11-08 15:04:40.062918,2025-11-08 15:04:45.488923,0 days 00:00:05.426005,0.578899017690427,0.010693753398114195,384,3,32,0.025466742247419537,0.5369929100775023,1700,81,1.2513789950059287e-07,2.470935420527103e-08,0.6108720033105052,3,0.028574999999999996,0.8318999999999999,0.004789572005931204,COMPLETE,0.8318999999999999,0.028574999999999996,0.004789572005931204
353,0.8318999999999999,2025-11-08 15:21:49.899478,2025-11-08 15:21:55.405477,0 days 00:00:05.505999,0.5000151177560238,0.010683859532323352,320,3,29,0.09154011279820169,0.6049838013036609,1800,148,5.7708417500018835e-08,1.786295351940377e-07,0.5647568865835375,3,0.028449999999999996,0.8318999999999999,0.004091454509095779,COMPLETE,0.8318999999999999,0.028449999999999996,0.004091454509095779
44,0.8318999999999999,2025-11-08 14:50:38.667654,2025-11-08 14:50:43.659237,0 days 00:00:04.991583,0.557122319584666,0.01566888473687792,384,3,52,0.006672976879061531,0.331254624264981,1300,95,1.8701511447930836e-07,0.00023684909211317217,0.7221913149658242,2,0.03035000000000001,0.8318999999999999,0.0038131351929875266,COMPLETE,0.8318999999999999,0.03035000000000001,0.0038131351929875266
286,0.8318999999999999,2025-11-08 15:15:31.695927,2025-11-08 15:15:37.198926,0 days 00:00:05.502999,0.5245948569549111,0.0104699401841758,320,3,36,0.038231841102731895,0.6468729576607805,1600,150,1.0305325146700082e-07,1.0311238785210694e-08,0.5572362235454134,3,0.027900000000000015,0.8318999999999999,0.00418807831827439,COMPLETE,0.8318999999999999,0.027900000000000015,0.00418807831827439
267,0.8318000000000001,2025-11-08 15:13:38.003111,2025-11-08 15:13:44.111107,0 days 00:00:06.107996,0.533355769342335,0.010995235355478658,384,3,35,0.06462083353597603,0.5603285726120811,1600,148,4.063843673069249e-07,5.192813057231266e-08,0.5824422979399635,3,0.026724999999999978,0.8318000000000001,0.0040693979898751755,COMPLETE,0.8318000000000001,0.026724999999999978,0.0040693979898751755
336,0.8318,2025-11-08 15:20:09.348624,2025-11-08 15:20:16.287624,0 days 00:00:06.939000,0.5285861318919457,0.01046318845370711,512,4,33,0.12174149154508894,0.7702337826472565,1700,93,2.3436312396455293e-07,2.1273380257735428e-07,0.6006928887717177,3,0.042099999999999985,0.8318,0.0035014282800023043,COMPLETE,0.8318,0.042099999999999985,0.0035014282800023043
355,0.8318,2025-11-08 15:22:02.574499,2025-11-08 15:22:07.925499,0 days 00:00:05.351000,0.5329944302627277,0.011295757608444066,384,3,37,0.0738703755435579,0.525069735065863,1800,84,0.007101447116079722,1.1822316725079248e-07,0.5768159630874267,4,0.029025000000000058,0.8318,0.003919183588453088,COMPLETE,0.8318,0.029025000000000058,0.003919183588453088
343,0.8318,2025-11-08 15:20:48.670214,2025-11-08 15:20:53.884260,0 days 00:00:05.214046,0.5008367262885355,0.011560923120548506,384,3,38,0.08359245162879611,0.619032562435906,1900,143,3.038859547230674e-07,1.0801580239797314e-07,0.5568775594312548,3,0.027225000000000034,0.8318,0.0034727510708370815,COMPLETE,0.8318,0.027225000000000034,0.0034727510708370815
379,0.8318,2025-11-08 15:24:14.442431,2025-11-08 15:24:19.654506,0 days 00:00:05.212075,0.5076498116181783,0.012748739373053064,384,4,42,0.05983823056108755,0.5207574253191635,1600,146,1.373250891652106e-07,2.3547514863480106e-06,0.5966465065591572,3,0.04205000000000001,0.8318,0.00393192065026751,COMPLETE,0.8318,0.04205000000000001,0.00393192065026751
72,0.8318,2025-11-08 14:53:19.533299,2025-11-08 14:53:25.594157,0 days 00:00:06.060858,0.5755977441953285,0.014262070054805896,192,6,59,0.07246777922125659,0.14139865840144672,1400,52,9.870315658025289e-06,0.0003578478635205577,0.8538609796009891,3,0.07200000000000002,0.8318,0.004632493928760188,COMPLETE,0.8318,0.07200000000000002,0.004632493928760188
281,0.8318,2025-11-08 15:15:04.251109,2025-11-08 15:15:07.624927,0 days 00:00:03.373818,0.5462692495218665,0.028522578781208868,320,3,41,0.024702262206002745,0.6973236618935378,1700,147,0.4241427680141337,3.8606723202725427e-07,0.562694500055305,3,0.03167499999999999,0.8318,0.004081666326391732,COMPLETE,0.8318,0.03167499999999999,0.004081666326391732
295,0.8318,2025-11-08 15:16:11.742929,2025-11-08 15:16:17.708928,0 days 00:00:05.965999,0.5709557772905745,0.011375838698050889,384,3,40,0.04171568170823023,0.7633359251840567,1700,147,2.5786573838734183e-07,7.335653486860209e-08,0.5824367550956329,3,0.02755000000000001,0.8318,0.004178516483155262,COMPLETE,0.8318,0.02755000000000001,0.004178516483155262
